STATE,longitude,latitude,wind_speed (m/s),distance_to_seashore (km),elevation (m),temperature (C),humidity (%),air_density (kg/m^3),,
HARYANA,77.17939124,30.4213684,3.7309315,992.4713682,305,21,65,1.12,,
HARYANA,76.8500951,30.31816772,4.074539,968.5707579,274,21,65,1.12,,
HARYANA,76.80423385,30.35750817,3.7541692,970.7191593,275,21,65,1.12,,
HARYANA,77.0186608,30.54440543,3.833914,998.1280292,325,21,65,1.12,,
HARYANA,77.06691338,30.40583995,4.107442,986.2096969,300,21,65,1.12,,
HARYANA,77.0311637,30.74689868,2.6484509,1019.0249,766,21,65,1.12,,
HARYANA,76.93841651,30.37674403,4.3019996,978.024549,286,21,65,1.12,,
HARYANA,77.01971017,30.45260039,4.1466684,988.950508,312,21,65,1.12,,
HARYANA,76.77593085,30.3047621,4.2542863,964.2699581,267,21,65,1.12,,
HARYANA,76.84661259,30.35977474,4.162873,972.6278559,277,21,65,1.12,,
HARYANA,77.02582633,30.35236777,4.2568097,979.158674,290,21,65,1.12,,
HARYANA,76.83315454,30.82079226,2.7960482,1018.858095,439,21,65,1.12,,
HARYANA,76.94873519,30.50339841,4.163659,991.1870457,306,21,65,1.12,,
HARYANA,77.00855696,30.42092276,4.195432,985.3166903,299,21,65,1.12,,
HARYANA,76.93619516,30.60689479,3.9828782,1001.130841,335,21,65,1.12,,
HARYANA,76.8732941,30.22174326,4.2707825,959.802957,267,21,65,1.12,,
HARYANA,77.09353246,30.57827433,3.3668003,1004.573929,365,21,65,1.12,,
HARYANA,76.70197502,30.19360357,4.1176524,950.1136567,256,21,65,1.12,,
HARYANA,76.94386796,30.46406764,4.224082,987.0302017,296,21,65,1.12,,
HARYANA,76.82475359,30.86431936,3.5211537,1022.979897,510,21,65,1.12,,
HARYANA,77.08178885,30.15726712,4.1841464,962.0595972,274,21,65,1.12,,
HARYANA,76.9677372,30.6294328,3.7488184,1004.654692,346,21,65,1.12,,
HARYANA,76.93650725,30.22830562,4.282333,963.0488398,272,21,65,1.12,,
HARYANA,76.96370541,30.18221177,4.2821345,959.5621734,271,21,65,1.12,,
HARYANA,76.97857015,30.27591906,4.2439685,969.552904,280,21,65,1.12,,
HARYANA,76.92227026,30.23018575,4.2701416,962.6518241,274,21,65,1.12,,
HARYANA,76.89662592,30.63332498,3.8901234,1002.250831,318,21,65,1.12,,
HARYANA,76.69416724,30.22841086,4.107306,953.3320814,257,21,65,1.12,,
HARYANA,76.86957986,30.77310733,2.5473094,1015.387942,439,21,65,1.12,,
HARYANA,76.98805959,30.27908973,4.2437334,970.2627301,279,21,65,1.12,,
HARYANA,76.6655226,30.16004334,4.076508,945.2860515,252,21,65,1.12,,
HARYANA,77.06075012,30.13099562,4.2404017,958.5503456,271,21,65,1.12,,
CHANDIGARH,76.68706162,30.70800851,3.857531,1001.8901,311,21,65,1.12,,
CHANDIGARH,76.75438938,30.70032595,3.6136522,1003.613386,320,21,65,1.12,,
CHANDIGARH,76.7886308,30.72272018,3.2724445,1007.18548,342,21,65,1.12,,
CHANDIGARH,76.76427102,30.74763255,3.5487423,1008.809945,346,21,65,1.12,,
CHANDIGARH,76.82746064,30.68386199,3.4892392,1004.705975,320,21,65,1.12,,
CHANDIGARH,76.76962783,30.72851908,3.3547974,1007.061043,338,21,65,1.12,,
CHANDIGARH,76.75010299,30.70081603,3.5754373,1003.502495,319,21,65,1.12,,
CHANDIGARH,76.81949741,30.67561122,3.5186863,1003.562816,313,21,65,1.12,,
CHANDIGARH,76.74546343,30.74372451,3.5426579,1007.708241,338,21,65,1.12,,
CHANDIGARH,76.79532375,30.71185131,3.3281155,1006.331275,333,21,65,1.12,,
CHANDIGARH,76.79403422,30.70937222,3.372126,1006.029989,334,21,65,1.12,,
CHANDIGARH,76.75365376,30.70368082,3.5598025,1003.927957,320,21,65,1.12,,
CHANDIGARH,76.83680781,30.67914544,3.3872106,1004.584502,319,21,65,1.12,,
CHANDIGARH,76.81034667,30.69328982,3.4443274,1005.011964,323,21,65,1.12,,
CHANDIGARH,76.76318763,30.70808106,3.3796413,1004.734839,327,21,65,1.12,,
CHANDIGARH,76.82910748,30.71651788,3.5983257,1008.089368,348,21,65,1.12,,
CHANDIGARH,76.78260399,30.73408769,3.3949573,1008.116803,345,21,65,1.12,,
CHANDIGARH,76.84624581,30.75406283,3.3583903,1012.561158,375,21,65,1.12,,
CHANDIGARH,76.71463399,30.70413332,3.4317389,1002.516164,317,21,65,1.12,,
CHANDIGARH,76.81936734,30.68861315,3.4688187,1004.879946,323,21,65,1.12,,
CHANDIGARH,76.74422341,30.70434639,3.62293,1003.642314,319,21,65,1.12,,
CHANDIGARH,76.78925011,30.74429846,3.464201,1009.407896,356,21,65,1.12,,
CHANDIGARH,76.80414722,30.69031207,3.4942186,1004.473177,327,21,65,1.12,,
CHANDIGARH,76.76653333,30.7312593,3.353959,1007.224341,340,21,65,1.12,,
CHANDIGARH,76.70144897,30.70212581,3.599355,1001.821232,321,21,65,1.12,,
CHANDIGARH,76.82477429,30.75353419,3.8512928,1011.691229,368,21,65,1.12,,
CHANDIGARH,76.7181813,30.71746232,3.4160364,1004.009898,321,21,65,1.12,,
CHANDIGARH,76.78181345,30.6979596,3.4517868,1004.405313,326,21,65,1.12,,
CHANDIGARH,76.73488087,30.74206292,3.601186,1007.144289,330,21,65,1.12,,
CHANDIGARH,76.75274923,30.70760305,3.557939,1004.294116,323,21,65,1.12,,
CHANDIGARH,76.81028581,30.73510115,3.5452838,1009.265413,353,21,65,1.12,,
CHANDIGARH,76.79584184,30.74449984,3.4890342,1009.67686,357,21,65,1.12,,
CHANDIGARH,76.75241788,30.72255646,3.366427,1005.807362,328,21,65,1.12,,
CHANDIGARH,76.70399324,30.70566763,3.6215792,1002.277643,321,21,65,1.12,,
CHANDIGARH,76.71802435,30.70928605,3.464135,1003.16871,319,21,65,1.12,,
CHANDIGARH,76.78316509,30.74607974,3.433481,1009.360489,348,21,65,1.12,,
CHANDIGARH,76.70816186,30.74559832,3.783218,1006.514545,320,21,65,1.12,,
CHANDIGARH,76.81428106,30.70272435,3.3847907,1006.121587,332,21,65,1.12,,
CHANDIGARH,76.73580134,30.71641324,3.6138148,1004.559106,320,21,65,1.12,,
CHANDIGARH,76.68691327,30.69850694,3.9658601,1000.912818,316,21,65,1.12,,
CHANDIGARH,76.7418361,30.6946709,3.7140164,1002.565616,311,21,65,1.12,,
CHANDIGARH,76.76596797,30.70958238,3.3562849,1004.99247,327,21,65,1.12,,
CHANDIGARH,76.70854808,30.71639133,3.4968665,1003.542718,316,21,65,1.12,,
CHANDIGARH,76.75631987,30.69409286,3.663989,1003.050254,322,21,65,1.12,,
CHANDIGARH,76.70667089,30.74362924,3.783218,1006.258047,323,21,65,1.12,,
CHANDIGARH,76.71090756,30.72196907,3.5063214,1004.200361,321,21,65,1.12,,
CHANDIGARH,76.78193853,30.69512139,3.5329478,1004.120911,322,21,65,1.12,,
CHANDIGARH,76.71592113,30.71555062,3.4358864,1003.730558,321,21,65,1.12,,
CHANDIGARH,76.78067003,30.72311066,3.3251264,1006.92505,341,21,65,1.12,,
CHANDIGARH,76.81591322,30.73274369,3.4811058,1009.238709,354,21,65,1.12,,
CHANDIGARH,76.70202119,30.74243055,3.761834,1005.963635,324,21,65,1.12,,
CHANDIGARH,76.76526749,30.68743693,3.6810174,1002.708537,317,21,65,1.12,,
CHANDIGARH,76.72182266,30.74660929,3.7134366,1007.123748,330,21,65,1.12,,
CHANDIGARH,76.81321525,30.71348651,3.389027,1007.17621,336,21,65,1.12,,
CHANDIGARH,76.76384983,30.71807246,3.3572326,1005.778629,332,21,65,1.12,,
CHANDIGARH,76.81291043,30.71917772,3.4319522,1007.74387,343,21,65,1.12,,
CHANDIGARH,76.73123451,30.73576216,3.6536818,1006.364962,329,21,65,1.12,,
CHANDIGARH,76.74922683,30.71450399,3.4971998,1004.866184,323,21,65,1.12,,
CHANDIGARH,76.6945367,30.7158695,3.719179,1002.970413,318,21,65,1.12,,
CHANDIGARH,76.83587167,30.74256802,3.8145075,1010.996847,359,21,65,1.12,,
CHANDIGARH,76.84167007,30.72444485,3.758926,1009.374725,356,21,65,1.12,,
CHANDIGARH,76.81437746,30.74953247,3.8973558,1010.889884,357,21,65,1.12,,
CHANDIGARH,76.79630089,30.71885071,3.2977784,1007.081122,340,21,65,1.12,,
CHANDIGARH,76.78642338,30.68714054,3.7240067,1003.477774,326,21,65,1.12,,
CHANDIGARH,76.76420351,30.7205076,3.353549,1006.040266,332,21,65,1.12,,
CHANDIGARH,76.75381915,30.71642957,3.436628,1005.234705,327,21,65,1.12,,
CHANDIGARH,76.70354728,30.69640867,3.6600692,1001.314785,312,21,65,1.12,,
CHANDIGARH,76.7666769,30.73818798,3.4171612,1007.936495,341,21,65,1.12,,
CHANDIGARH,76.7448857,30.73342028,3.4133003,1006.634598,330,21,65,1.12,,
CHANDIGARH,76.71103453,30.7421601,3.7577531,1006.269224,322,21,65,1.12,,
CHANDIGARH,76.81139696,30.74642695,3.8585238,1010.460824,365,21,65,1.12,,
CHANDIGARH,76.70571271,30.68990949,3.8015494,1000.731125,313,21,65,1.12,,
CHANDIGARH,76.72599851,30.70860373,3.497506,1003.395986,322,21,65,1.12,,
CHANDIGARH,76.73787601,30.70393856,3.5672948,1003.363155,322,21,65,1.12,,
CHANDIGARH,76.80664567,30.73045435,3.407753,1008.654379,350,21,65,1.12,,
CHANDIGARH,76.84233024,30.73426737,3.8149333,1010.398685,361,21,65,1.12,,
CHANDIGARH,76.75483947,30.68361892,3.7626226,1001.926591,313,21,65,1.12,,
CHANDIGARH,76.84039855,30.73382876,3.827128,1010.280403,359,21,65,1.12,,
CHANDIGARH,76.79249448,30.72151496,3.2930243,1007.208604,341,21,65,1.12,,
CHANDIGARH,76.78686961,30.71489806,3.314302,1006.322003,336,21,65,1.12,,
CHANDIGARH,76.80229856,30.73828014,3.4676185,1009.28696,354,21,65,1.12,,
CHANDIGARH,76.80773346,30.70899963,3.3723252,1006.511349,338,21,65,1.12,,
CHANDIGARH,76.7474445,30.6992604,3.6221743,1003.24409,317,21,65,1.12,,
CHANDIGARH,76.82806147,30.69587856,3.4284294,1005.950593,327,21,65,1.12,,
CHANDIGARH,76.77725098,30.68788065,3.7163208,1003.206097,323,21,65,1.12,,
CHANDIGARH,76.78000948,30.74551998,3.418515,1009.184787,352,21,65,1.12,,
CHANDIGARH,76.70875437,30.7462355,3.810924,1006.601615,325,21,65,1.12,,
CHANDIGARH,76.80118335,30.71926405,3.312308,1007.308007,343,21,65,1.12,,
CHANDIGARH,76.73708872,30.74200333,3.601186,1007.220385,334,21,65,1.12,,
CHANDIGARH,76.8424774,30.73911953,3.7997234,1010.89773,363,21,65,1.12,,
CHANDIGARH,76.83281943,30.7167553,3.6008768,1008.255044,352,21,65,1.12,,
CHANDIGARH,76.78628128,30.74695044,3.4413207,1009.566475,352,21,65,1.12,,
CHANDIGARH,76.75057535,30.70986289,3.5313494,1004.443158,322,21,65,1.12,,
CHANDIGARH,76.75809539,30.72054176,3.3365273,1005.814545,332,21,65,1.12,,
CHANDIGARH,76.76601971,30.69408528,3.6178112,1003.414536,321,21,65,1.12,,
CHANDIGARH,76.79629496,30.72640865,3.3129318,1007.850747,345,21,65,1.12,,
CHANDIGARH,76.81749821,30.73956842,3.6709113,1009.993581,353,21,65,1.12,,
CHANDIGARH,76.72607942,30.73152436,3.7531934,1005.740275,328,21,65,1.12,,
CHANDIGARH,76.76478115,30.75134923,3.5956044,1009.2083,345,21,65,1.12,,
CHANDIGARH,76.83808991,30.68727253,3.3003352,1005.459434,325,21,65,1.12,,
CHANDIGARH,76.70974155,30.73690733,3.777438,1005.684278,324,21,65,1.12,,
CHANDIGARH,76.7406599,30.74135969,3.5214286,1007.28767,334,21,65,1.12,,
CHANDIGARH,76.73921344,30.72917049,3.4236076,1005.989005,328,21,65,1.12,,
CHANDIGARH,76.7916552,30.68885767,3.5452306,1003.850885,325,21,65,1.12,,
CHANDIGARH,76.81992516,30.68456403,3.4120817,1004.489468,322,21,65,1.12,,
CHANDIGARH,76.84567714,30.699082,3.3766832,1006.950141,338,21,65,1.12,,
CHANDIGARH,76.80400056,30.72820127,3.324351,1008.324794,349,21,65,1.12,,
CHANDIGARH,76.69538636,30.69348903,3.7469504,1000.713532,310,21,65,1.12,,
CHANDIGARH,76.78786395,30.74939201,3.4976811,1009.874937,355,21,65,1.12,,
CHANDIGARH,76.78660344,30.74570315,3.4668217,1009.451442,352,21,65,1.12,,
CHANDIGARH,76.81595725,30.68680961,3.5302694,1004.566466,322,21,65,1.12,,
CHANDIGARH,76.81099263,30.72742965,3.3923137,1008.511116,346,21,65,1.12,,
CHANDIGARH,76.70055734,30.73424419,3.7293427,1005.07223,320,21,65,1.12,,
CHANDIGARH,76.82752768,30.72733464,3.6511483,1009.129529,346,21,65,1.12,,
CHANDIGARH,76.83597067,30.74226854,3.8145075,1010.970149,362,21,65,1.12,,
CHANDIGARH,76.78000629,30.72041056,3.3330703,1006.624832,341,21,65,1.12,,
CHANDIGARH,76.72386016,30.68853233,3.4686818,1001.266678,316,21,65,1.12,,
CHANDIGARH,76.69365336,30.7187533,3.7354555,1003.232693,316,21,65,1.12,,
CHANDIGARH,76.70442375,30.69161817,3.6969986,1000.857803,315,21,65,1.12,,
CHANDIGARH,76.84144568,30.73873416,3.8287923,1010.819202,364,21,65,1.12,,
CHANDIGARH,76.68911703,30.70970001,3.7769103,1002.139066,315,21,65,1.12,,
CHANDIGARH,76.74785322,30.72676243,3.4130864,1006.065821,324,21,65,1.12,,
CHANDIGARH,76.74060357,30.73775544,3.4871027,1006.917494,328,21,65,1.12,,
CHANDIGARH,76.74318162,30.68479878,3.6652956,1001.608892,317,21,65,1.12,,
CHANDIGARH,76.74379631,30.70209471,3.64446,1003.396554,317,21,65,1.12,,
CHANDIGARH,76.7371034,30.73422266,3.502138,1006.426255,329,21,65,1.12,,
CHANDIGARH,76.84762536,30.69691758,3.3280282,1006.804926,339,21,65,1.12,,
CHANDIGARH,76.73293568,30.74840096,3.7278752,1007.719444,333,21,65,1.12,,
CHANDIGARH,76.77373511,30.72402537,3.32958,1006.757214,336,21,65,1.12,,
CHANDIGARH,76.82869341,30.69667201,3.4284294,1006.055402,330,21,65,1.12,,
CHANDIGARH,76.8072286,30.73277851,3.4227815,1008.913126,355,21,65,1.12,,
CHANDIGARH,76.79782045,30.74450735,3.5493057,1009.752269,360,21,65,1.12,,
CHANDIGARH,76.81014211,30.71559036,3.3924608,1007.273636,342,21,65,1.12,,
CHANDIGARH,76.72836069,30.72738716,3.7069151,1005.402486,323,21,65,1.12,,
CHANDIGARH,76.73620274,30.74713449,3.6500113,1007.711551,335,21,65,1.12,,
CHANDIGARH,76.73803091,30.69503135,3.6069689,1002.459885,313,21,65,1.12,,
CHANDIGARH,76.73061286,30.71131891,3.5232832,1003.845331,326,21,65,1.12,,
CHANDIGARH,76.83983476,30.72807564,3.7800152,1009.673852,354,21,65,1.12,,
CHANDIGARH,76.7790045,30.73147116,3.4722445,1007.714582,350,21,65,1.12,,
CHANDIGARH,76.80007782,30.68906179,3.4688416,1004.191299,327,21,65,1.12,,
CHANDIGARH,76.76640115,30.71592363,3.313268,1005.655354,331,21,65,1.12,,
CHANDIGARH,76.78364116,30.68492537,3.784196,1003.146823,327,21,65,1.12,,
CHANDIGARH,76.79809207,30.72680063,3.3191855,1007.958612,347,21,65,1.12,,
CHANDIGARH,76.78872549,30.74422971,3.4668217,1009.38113,357,21,65,1.12,,
CHANDIGARH,76.78275951,30.70615295,3.3038228,1005.275788,330,21,65,1.12,,
CHANDIGARH,76.77091237,30.70671154,3.3975835,1004.885889,330,21,65,1.12,,
CHANDIGARH,76.80929053,30.7283743,3.4339728,1008.542772,349,21,65,1.12,,
CHANDIGARH,76.83286932,30.70826105,3.525168,1007.393194,344,21,65,1.12,,
CHANDIGARH,76.78579817,30.70227255,3.377767,1004.995296,327,21,65,1.12,,
CHANDIGARH,76.80662772,30.73453935,3.4799473,1009.069697,356,21,65,1.12,,
RAJASTHAN,73.00279611,28.93850489,4.3077636,672.3427948,146,21,65,1.12,,
RAJASTHAN,72.80221777,28.81633733,4.298606,653.0441231,147,21,65,1.12,,
RAJASTHAN,74.2264364,29.32989885,3.6511526,760.7122838,180,21,65,1.12,,
RAJASTHAN,74.327632,29.35393785,3.5728776,767.7183885,185,21,65,1.12,,
RAJASTHAN,74.58841766,29.17856633,3.379948,778.0133019,189,21,65,1.12,,
RAJASTHAN,73.57452897,29.60792251,3.5668368,761.662418,169,21,65,1.12,,
RAJASTHAN,75.15195268,29.05047505,3.5265388,778.4830252,200,21,65,1.12,,
RAJASTHAN,72.80841746,28.86308434,4.292155,658.1435121,137,21,65,1.12,,
RAJASTHAN,73.8048495,29.12107044,3.6879177,721.5199099,189,21,65,1.12,,
RAJASTHAN,74.81916304,29.19710689,3.3660343,785.2625115,198,21,65,1.12,,
RAJASTHAN,73.59858986,29.3480411,3.685946,736.0403168,168,21,65,1.12,,
RAJASTHAN,74.35074021,29.27648964,3.6600528,761.281395,184,21,65,1.12,,
RAJASTHAN,73.87116439,29.79863641,3.463538,792.3880357,173,21,65,1.12,,
RAJASTHAN,74.52935365,29.6478743,3.431217,805.6902384,188,21,65,1.12,,
RAJASTHAN,73.85860338,29.98381774,3.4741454,810.7208215,174,21,65,1.12,,
RAJASTHAN,73.58631184,29.20663306,3.7639332,721.2037388,173,21,65,1.12,,
RAJASTHAN,73.77191547,29.45550304,3.655192,753.7446945,172,21,65,1.12,,
RAJASTHAN,75.26303531,28.9782167,3.5558133,774.1023385,206,21,65,1.12,,
RAJASTHAN,73.57920076,29.5698745,3.5741007,757.9388878,166,21,65,1.12,,
RAJASTHAN,74.11710057,29.48523351,3.6096592,771.1358325,177,21,65,1.12,,
RAJASTHAN,74.17483295,29.89904826,3.4168537,814.780826,182,21,65,1.12,,
RAJASTHAN,73.37665285,29.26040249,3.8019633,718.7408819,160,21,65,1.12,,
RAJASTHAN,74.32639329,29.06996537,3.450287,740.1780533,197,21,65,1.12,,
RAJASTHAN,73.6057111,29.54522293,3.5843475,756.4097359,165,21,65,1.12,,
RAJASTHAN,72.85957618,28.78594424,4.1146097,651.6994555,138,21,65,1.12,,
RAJASTHAN,73.32965323,29.13219721,3.9583743,703.8551556,157,21,65,1.12,,
RAJASTHAN,74.59527821,28.82530352,3.4587502,740.0211782,226,21,65,1.12,,
RAJASTHAN,74.42883135,29.20215786,3.6553583,757.8473657,184,21,65,1.12,,
RAJASTHAN,73.80667452,30.00065486,3.4938014,810.4793055,173,21,65,1.12,,
RAJASTHAN,74.09443148,29.93105278,3.499268,814.6731662,180,21,65,1.12,,
RAJASTHAN,74.25118025,28.93211022,3.3855608,723.2768381,193,21,65,1.12,,
RAJASTHAN,73.80029287,29.91236295,3.4951046,801.22539,181,21,65,1.12,,
RAJASTHAN,73.60354237,29.21683326,3.7261946,722.9160245,159,21,65,1.12,,
RAJASTHAN,72.83189104,28.83266764,4.31895,655.6969583,141,21,65,1.12,,
RAJASTHAN,74.21968272,28.89662078,3.4306288,718.3372362,208,21,65,1.12,,
RAJASTHAN,74.0830016,29.19397292,3.5447664,740.8861813,191,21,65,1.12,,
RAJASTHAN,73.45623252,29.5807846,3.5715568,754.5756255,162,21,65,1.12,,
RAJASTHAN,74.54752951,28.99541926,3.3105164,757.3353476,195,21,65,1.12,,
RAJASTHAN,73.19167602,29.19953846,3.863841,705.8838642,152,21,65,1.12,,
RAJASTHAN,74.05770228,29.24896245,3.715549,745.1711638,195,21,65,1.12,,
RAJASTHAN,75.16389945,29.17340763,3.6201487,791.7746901,201,21,65,1.12,,
RAJASTHAN,74.92710715,29.0040756,3.3883867,767.3059064,195,21,65,1.12,,
RAJASTHAN,73.81002456,29.34611514,3.7869453,744.2698959,169,21,65,1.12,,
RAJASTHAN,74.25415848,28.86959417,3.4361322,717.4192208,204,21,65,1.12,,
RAJASTHAN,74.28326824,29.38213839,3.5792062,768.4193555,182,21,65,1.12,,
RAJASTHAN,73.37517263,29.45474631,3.7117846,738.6954226,161,21,65,1.12,,
RAJASTHAN,74.85727717,29.32780547,3.5823886,800.2152774,201,21,65,1.12,,
RAJASTHAN,74.17708339,29.42545699,3.617003,767.8709146,179,21,65,1.12,,
RAJASTHAN,73.56226172,29.89389034,3.483087,790.624389,170,21,65,1.12,,
RAJASTHAN,73.44442212,29.56184886,3.5845745,752.2026614,161,21,65,1.12,,
RAJASTHAN,74.16406587,29.07564218,3.4246955,733.022576,197,21,65,1.12,,
RAJASTHAN,74.60009771,29.28246954,3.500846,789.4990994,192,21,65,1.12,,
RAJASTHAN,73.63276899,29.50815707,3.6162586,753.652539,169,21,65,1.12,,
RAJASTHAN,73.1065501,29.15528132,4.0634403,698.3816661,155,21,65,1.12,,
RAJASTHAN,74.45739472,28.98237744,3.3236358,754.0395527,188,21,65,1.12,,
RAJASTHAN,74.42910513,29.83890385,3.464892,819.7899543,186,21,65,1.12,,
RAJASTHAN,74.20482796,29.30121251,3.7625747,756.9194736,190,21,65,1.12,,
RAJASTHAN,73.83112933,29.40380177,3.7313561,750.931284,178,21,65,1.12,,
RAJASTHAN,74.22896567,29.23077223,3.753789,751.1462277,194,21,65,1.12,,
RAJASTHAN,74.86276013,29.08557929,3.515711,774.374337,208,21,65,1.12,,
RAJASTHAN,72.88323708,28.95887082,4.2215614,670.5532303,144,21,65,1.12,,
RAJASTHAN,73.00958225,29.13396933,3.9694452,692.9416366,150,21,65,1.12,,
RAJASTHAN,73.81269989,30.06243938,3.5525987,817.0203973,173,21,65,1.12,,
RAJASTHAN,74.09526195,28.95731663,3.6451313,718.2992388,204,21,65,1.12,,
RAJASTHAN,73.56976104,29.31369844,3.77158,731.4348487,164,21,65,1.12,,
RAJASTHAN,73.08920149,29.07401207,4.107797,689.3493867,151,21,65,1.12,,
RAJASTHAN,72.89209403,28.77462225,4.104421,651.5828083,150,21,65,1.12,,
RAJASTHAN,74.71955723,29.13029812,3.2696157,775.7248209,194,21,65,1.12,,
RAJASTHAN,75.18675608,28.88452254,3.493249,761.9381173,205,21,65,1.12,,
RAJASTHAN,74.10003845,28.93312815,3.5599246,716.1699035,197,21,65,1.12,,
RAJASTHAN,73.24804256,29.22815707,3.9259105,710.8102406,152,21,65,1.12,,
RAJASTHAN,74.61391662,29.07975482,3.3560705,767.8899827,195,21,65,1.12,,
RAJASTHAN,72.96618648,29.07301205,4.059177,685.1622859,0,21,65,1.12,,
RAJASTHAN,74.26507282,29.9530413,3.512217,823.962057,187,21,65,1.12,,
RAJASTHAN,74.21818073,29.59888164,3.5032687,786.7973361,184,21,65,1.12,,
RAJASTHAN,73.2736853,29.04603913,4.096501,692.9582122,159,21,65,1.12,,
RAJASTHAN,74.52415766,29.50558977,3.4913058,791.660827,189,21,65,1.12,,
RAJASTHAN,73.2592995,29.48923044,3.6597745,738.2470124,158,21,65,1.12,,
RAJASTHAN,74.12530291,29.64033131,3.5087442,786.8871765,179,21,65,1.12,,
RAJASTHAN,73.72867061,29.84920683,3.4629736,792.0842733,172,21,65,1.12,,
RAJASTHAN,73.59078315,29.26188412,3.8286772,726.983683,163,21,65,1.12,,
RAJASTHAN,73.25974105,29.17872546,3.990014,706.1193708,155,21,65,1.12,,
RAJASTHAN,74.54474791,29.0457204,3.3134754,762.7155372,193,21,65,1.12,,
RAJASTHAN,74.75994417,29.156032,3.2475407,779.4368469,197,21,65,1.12,,
RAJASTHAN,73.15417523,29.00962231,4.1259027,684.9237319,151,21,65,1.12,,
RAJASTHAN,74.30141449,28.83571929,3.4192982,716.5100662,204,21,65,1.12,,
RAJASTHAN,73.74545686,29.5817202,3.5219922,765.4783686,172,21,65,1.12,,
RAJASTHAN,74.20867054,29.34491885,3.7253249,761.3756387,177,21,65,1.12,,
RAJASTHAN,73.42995052,29.55041481,3.5963504,750.5082917,163,21,65,1.12,,
RAJASTHAN,73.62817614,29.74328713,3.4354947,777.5140093,168,21,65,1.12,,
RAJASTHAN,74.14829623,28.78588906,3.6413984,704.225187,209,21,65,1.12,,
RAJASTHAN,73.43361946,29.4530156,3.6735497,740.6094197,165,21,65,1.12,,
RAJASTHAN,74.07612004,28.86966056,3.6988876,708.8810811,204,21,65,1.12,,
RAJASTHAN,73.16958869,28.88972587,3.9934788,673.1020448,154,21,65,1.12,,
RAJASTHAN,73.78585861,29.183683,3.7699933,726.9798596,191,21,65,1.12,,
RAJASTHAN,73.18979488,29.41141145,3.8128905,727.81683,156,21,65,1.12,,
RAJASTHAN,73.60064108,29.66175082,3.4963512,768.1424901,165,21,65,1.12,,
RAJASTHAN,74.29300041,28.882293,3.3655362,720.542817,197,21,65,1.12,,
RAJASTHAN,73.43433341,29.5913256,3.5736222,754.8832676,163,21,65,1.12,,
RAJASTHAN,73.73031103,29.50243153,3.578774,756.8445916,170,21,65,1.12,,
RAJASTHAN,74.13178686,29.88072974,3.485937,811.1586446,178,21,65,1.12,,
RAJASTHAN,72.87170019,28.82638342,4.272252,656.319857,145,21,65,1.12,,
RAJASTHAN,73.19962645,29.03078658,4.14288,688.7179984,153,21,65,1.12,,
RAJASTHAN,74.45434603,29.25123114,3.660012,763.7992588,178,21,65,1.12,,
RAJASTHAN,74.28634989,29.8022928,3.4457736,809.8975672,182,21,65,1.12,,
RAJASTHAN,74.40330353,29.59006772,3.4477515,794.2323084,184,21,65,1.12,,
RAJASTHAN,74.4955994,29.90909714,3.5576262,829.6599429,193,21,65,1.12,,
RAJASTHAN,74.3049931,29.24603293,3.7731073,756.1741179,193,21,65,1.12,,
RAJASTHAN,73.90187289,28.95407694,3.650773,709.1663033,199,21,65,1.12,,
RAJASTHAN,74.29279234,28.91224119,3.39785,723.3993472,195,21,65,1.12,,
RAJASTHAN,74.00624806,29.91537662,3.4982266,809.5370516,177,21,65,1.12,,
RAJASTHAN,73.63938371,29.32668103,3.7653685,735.4594189,161,21,65,1.12,,
RAJASTHAN,75.02867757,28.99183777,3.561186,768.7231775,208,21,65,1.12,,
RAJASTHAN,74.71463709,29.28012418,3.4150794,791.7532993,197,21,65,1.12,,
RAJASTHAN,74.41326262,29.42024463,3.5760438,778.1612271,188,21,65,1.12,,
RAJASTHAN,73.57544749,29.91936783,3.4878373,793.7187013,170,21,65,1.12,,
RAJASTHAN,73.89050657,29.94708782,3.4087882,808.205735,181,21,65,1.12,,
RAJASTHAN,74.59026,28.92800399,3.4078052,750.9863648,206,21,65,1.12,,
RAJASTHAN,73.05335205,28.80883736,3.9333017,660.6225039,141,21,65,1.12,,
RAJASTHAN,73.69418379,29.16053967,3.7036197,720.8717384,170,21,65,1.12,,
RAJASTHAN,74.47910125,29.63134196,3.4442441,801.7470706,188,21,65,1.12,,
RAJASTHAN,74.09791258,29.28215218,3.7603781,750.2299084,186,21,65,1.12,,
RAJASTHAN,74.32290165,29.52796711,3.436655,784.4929946,183,21,65,1.12,,
RAJASTHAN,72.85538091,28.93547932,4.2882185,667.2170952,143,21,65,1.12,,
RAJASTHAN,74.06123222,29.12882947,3.4479473,733.5057904,194,21,65,1.12,,
RAJASTHAN,74.19734477,29.84175752,3.483092,810.0072282,184,21,65,1.12,,
RAJASTHAN,73.60986039,29.95301956,3.50905,798.4085175,172,21,65,1.12,,
RAJASTHAN,73.77450798,29.13386076,3.6732101,721.5193736,186,21,65,1.12,,
RAJASTHAN,73.25382663,29.29966076,3.9277546,718.4069823,155,21,65,1.12,,
RAJASTHAN,73.69050428,29.77151108,3.4581332,782.7150495,168,21,65,1.12,,
RAJASTHAN,74.76396987,28.99321871,3.344227,762.0375971,192,21,65,1.12,,
RAJASTHAN,74.12480312,29.49007268,3.606195,771.9505045,178,21,65,1.12,,
