STATE,longitude,latitude,wind_speed (m/s),distance_to_seashore (km),elevation (m),temperature (C),humidity (%),air_density (kg/m^3),,
GUJARAT,68.90716813,24.15727805,6.1887207,32.18809309,1,21,65,1.12,,
GUJARAT,69.66666025,23.66108195,4.83904,79.60744888,6,21,65,1.12,,
GUJARAT,70.68574292,23.6832113,4.8806505,50.42614436,19,21,65,1.12,,
GUJARAT,69.63943107,22.93559107,5.445644,13.86222531,55,21,65,1.12,,
GUJARAT,68.80477763,24.29354442,5.8239665,45.49350748,7,21,65,1.12,,
GUJARAT,70.99086335,23.69576601,4.9457073,58.1895928,2,21,65,1.12,,
GUJARAT,69.35868631,24.14335611,5.378724,62.99197198,5,21,65,1.12,,
GUJARAT,70.50109401,23.97183906,4.8978925,84.14645131,2,21,65,1.12,,
GUJARAT,70.69591325,23.32808507,5.5301485,11.43612196,40,21,65,1.12,,
GUJARAT,71.10835544,24.45423324,5.013929,141.3793792,5,21,65,1.12,,
GUJARAT,71.73358985,23.12140496,4.676031,97.89887559,4,21,65,1.12,,
GUJARAT,70.49563161,23.18608013,5.488878,0.422892277,6,21,65,1.12,,
GUJARAT,70.72882622,23.74947746,4.8545084,58.07688091,6,21,65,1.12,,
GUJARAT,71.00461746,23.98172866,4.8726788,88.19662361,1,21,65,1.12,,
GUJARAT,68.77167686,23.93710719,5.5699286,6.129775733,4,21,65,1.12,,
GUJARAT,71.60908691,23.08563022,4.5634,89.26276352,15,21,65,1.12,,
GUJARAT,69.17987732,23.10765943,5.158311,23.17775069,112,21,65,1.12,,
GUJARAT,70.29106265,24.33808175,4.8740015,124.3436244,2,21,65,1.12,,
GUJARAT,69.10851456,23.37110915,5.6832266,45.47087815,143,21,65,1.12,,
GUJARAT,70.79867044,23.27502767,5.671139,8.168846595,11,21,65,1.12,,
GUJARAT,69.21351129,23.99803369,5.620613,43.09310382,4,21,65,1.12,,
GUJARAT,71.13351049,23.92971643,4.7858944,87.86509609,2,21,65,1.12,,
GUJARAT,68.92694376,24.19772815,5.711419,37.07840751,0,21,65,1.12,,
GUJARAT,69.41679869,22.99289444,5.3470325,20.04489573,68,21,65,1.12,,
GUJARAT,70.77318467,23.97149053,5.192307,82.91136984,2,21,65,1.12,,
GUJARAT,69.99650289,22.87394804,6.9030647,3.316826594,0,21,65,1.12,,
GUJARAT,71.7767689,23.15833859,4.556709,98.47396145,7,21,65,1.12,,
GUJARAT,70.44926643,23.08363545,5.227426,4.331554835,3,21,65,1.12,,
GUJARAT,70.10119072,23.66982316,5.719641,54.76897084,3,21,65,1.12,,
GUJARAT,70.51701356,24.05092634,4.8785763,92.37115642,1,21,65,1.12,,
GUJARAT,69.7433188,23.81061587,4.71777,87.25288485,11,21,65,1.12,,
GUJARAT,71.38047583,23.51062528,4.9623075,72.34131529,6,21,65,1.12,,
GUJARAT,70.81278719,23.25166053,6.3324156,7.611521239,5,21,65,1.12,,
GUJARAT,68.40962553,23.86039045,5.587431,10.95420326,3,21,65,1.12,,
GUJARAT,69.39443756,23.72010611,5.2436533,62.05830406,5,21,65,1.12,,
GUJARAT,69.92931715,22.92278132,5.459003,2.926053331,15,21,65,1.12,,
GUJARAT,70.63836005,23.79904275,4.917085,63.27730457,8,21,65,1.12,,
GUJARAT,70.06955173,23.34981681,4.66309,26.36281631,28,21,65,1.12,,
GUJARAT,69.7711484,24.05946749,5.039488,99.79360972,-1,21,65,1.12,,
GUJARAT,69.20119204,23.81652669,5.2676606,40.3992285,3,21,65,1.12,,
GUJARAT,70.4145412,24.2373906,4.882985,112.9467005,2,21,65,1.12,,
GUJARAT,69.33409424,23.47500375,5.0767627,66.64268514,58,21,65,1.12,,
GUJARAT,71.33856038,23.20138648,5.5064116,60.37729346,2,21,65,1.12,,
GUJARAT,70.71116643,23.54185036,5.328723,35.02730968,99,21,65,1.12,,
GUJARAT,68.48836054,23.66519898,6.5758414,0.292111898,0,21,65,1.12,,
GUJARAT,68.97360509,24.06706382,6.3202033,26.56167394,-1,21,65,1.12,,
GUJARAT,71.52989335,23.09416172,4.5850134,81.10514987,19,21,65,1.12,,
GUJARAT,69.41114607,23.60615481,5.1836357,68.29066969,6,21,65,1.12,,
GUJARAT,68.75760685,23.42482559,5.248916,17.5444343,46,21,65,1.12,,
GUJARAT,70.42982049,24.02931932,4.9126225,89.98577194,1,21,65,1.12,,
GUJARAT,69.61465364,24.19841054,5.2270737,89.12168594,1,21,65,1.12,,
GUJARAT,68.95892908,23.12745864,5.138346,14.24552103,39,21,65,1.12,,
GUJARAT,69.00812015,24.06141072,7.002693,28.45108312,-1,21,65,1.12,,
GUJARAT,70.24322123,22.94006176,6.702222,4.514796363,0,21,65,1.12,,
GUJARAT,69.96799742,23.57528109,5.2072043,52.66638995,4,21,65,1.12,,
GUJARAT,70.87019045,23.54845334,5.288739,38.3434177,64,21,65,1.12,,
GUJARAT,71.58888513,23.33610651,4.8080096,86.95762431,8,21,65,1.12,,
GUJARAT,71.37058373,23.31858178,5.1298804,64.60981189,4,21,65,1.12,,
GUJARAT,69.2301377,24.2056305,5.5413103,55.90927992,4,21,65,1.12,,
GUJARAT,70.69867968,23.6378345,4.8927093,45.48304942,33,21,65,1.12,,
GUJARAT,71.04752318,23.26128403,6.036835,30.96337855,0,21,65,1.12,,
GUJARAT,70.99809073,24.48813636,4.794565,142.5067917,0,21,65,1.12,,
GUJARAT,69.59050243,23.86526652,5.278169,79.46081252,1,21,65,1.12,,
GUJARAT,69.3465668,23.44149141,5.289212,63.89007397,127,21,65,1.12,,
GUJARAT,69.59335001,22.94971912,5.47519,15.08430067,55,21,65,1.12,,
GUJARAT,68.96896626,23.69727492,5.4475813,25.73746971,78,21,65,1.12,,
GUJARAT,68.71102404,23.52370918,5.507758,21.34409269,83,21,65,1.12,,
GUJARAT,69.10382716,23.66212799,5.5195518,38.32111415,54,21,65,1.12,,
GUJARAT,70.53743375,23.28255726,5.1121874,11.55564705,38,21,65,1.12,,
GUJARAT,70.2825496,23.03340621,5.384368,6.166021391,6,21,65,1.12,,
GUJARAT,70.4238921,23.95469918,4.996558,81.70865265,2,21,65,1.12,,
GUJARAT,70.99041014,24.21208248,4.8009696,112.4206777,5,21,65,1.12,,
GUJARAT,69.52359892,24.20294452,5.304509,80.92438864,4,21,65,1.12,,
GUJARAT,69.70575795,22.90363146,5.3210473,10.39416645,37,21,65,1.12,,
GUJARAT,70.33758999,23.95327784,5.6246653,81.5486192,0,21,65,1.12,,
GUJARAT,69.39878526,23.4718424,5.0739346,69.28752809,58,21,65,1.12,,
GUJARAT,69.39632465,23.30669929,5.188491,53.19894135,129,21,65,1.12,,
GUJARAT,68.72718071,23.93203871,5.538334,6.002383028,1,21,65,1.12,,
GUJARAT,71.14824265,24.05331616,4.7596626,100.8553729,7,21,65,1.12,,
GUJARAT,70.63446197,23.17752209,5.779876,0.800939334,2,21,65,1.12,,
GUJARAT,70.42913962,24.05444811,4.9081345,92.76625193,3,21,65,1.12,,
GUJARAT,69.33205051,24.18854155,5.413426,63.1445583,3,21,65,1.12,,
GUJARAT,70.41646698,23.20061645,5.542746,1.159168477,3,21,65,1.12,,
GUJARAT,69.22117042,23.28191774,5.5307207,42.45681097,199,21,65,1.12,,
GUJARAT,70.77913872,23.22349673,6.2011046,3.196504263,3,21,65,1.12,,
GUJARAT,71.34512521,23.22830697,5.1155405,61.0360644,4,21,65,1.12,,
GUJARAT,70.75442559,23.11407103,5.1666284,4.881520698,6,21,65,1.12,,
GUJARAT,69.30811076,23.53500147,4.7542233,63.43126801,12,21,65,1.12,,
GUJARAT,69.90631658,23.27268374,5.2780247,35.37286578,102,21,65,1.12,,
GUJARAT,69.96988975,23.41749764,4.7890882,38.66137172,9,21,65,1.12,,
GUJARAT,69.59121085,23.92517998,5.1742764,79.66416169,5,21,65,1.12,,
GUJARAT,71.09856685,23.86240762,4.9389505,79.60782081,44,21,65,1.12,,
GUJARAT,69.66412025,24.08903343,5.1525464,89.92927661,2,21,65,1.12,,
GUJARAT,71.20935407,23.1223975,4.7794495,48.27204241,11,21,65,1.12,,
GUJARAT,70.16655395,23.95283602,5.568355,83.07188285,1,21,65,1.12,,
GUJARAT,68.38427587,23.86990458,5.8044457,10.20935503,3,21,65,1.12,,
GUJARAT,69.00359026,23.34587283,5.2686644,37.34425404,55,21,65,1.12,,
GUJARAT,69.9147481,23.26937951,5.334042,34.48304762,99,21,65,1.12,,
GUJARAT,69.27479609,23.88113465,5.386969,47.28861845,0,21,65,1.12,,
GUJARAT,69.7529864,23.84061403,4.7947645,89.262818,27,21,65,1.12,,
GUJARAT,69.44317699,23.05002231,5.412628,26.40504142,97,21,65,1.12,,
GUJARAT,71.57606971,23.12635501,4.6437407,85.27266077,9,21,65,1.12,,
GUJARAT,68.64587183,23.86548281,5.6286016,2.873989914,4,21,65,1.12,,
GUJARAT,69.02472123,23.51215003,5.565522,45.34635302,101,21,65,1.12,,
GUJARAT,69.83901926,23.93429497,7.422481,93.12755219,359,21,65,1.12,,
GUJARAT,70.35584638,23.40860753,4.4928126,21.19569013,28,21,65,1.12,,
GUJARAT,70.81605923,24.140654,4.971255,101.8729653,0,21,65,1.12,,
GUJARAT,69.22865448,24.28304436,5.5195603,61.67063374,0,21,65,1.12,,
GUJARAT,71.0456017,23.77723236,4.81629,68.75212928,4,21,65,1.12,,
GUJARAT,69.10057221,23.61122203,5.416728,41.8322086,30,21,65,1.12,,
TRIPURA,91.90024852,23.84731455,3.5413148,353.730813,120,21,65,1.12,,
TRIPURA,91.94059874,24.20626425,3.197273,380.8481921,122,21,65,1.12,,
TRIPURA,91.81388622,23.86613677,3.3537457,347.7288458,101,21,65,1.12,,
TRIPURA,91.79760994,23.86334358,3.4089572,346.2020756,118,21,65,1.12,,
TRIPURA,92.06936175,24.29974373,2.7927694,397.5261147,114,21,65,1.12,,
TRIPURA,92.32298183,24.50401385,2.5094275,431.7582365,34,21,65,1.12,,
TRIPURA,92.1940445,24.32190612,2.6670847,408.9551991,62,21,65,1.12,,
TRIPURA,92.13552772,23.8437856,3.2875695,373.5305093,206,21,65,1.12,,
TRIPURA,92.33739296,24.12700773,2.422717,407.9376454,80,21,65,1.12,,
TRIPURA,91.96639632,24.0670651,2.7683876,373.4164633,57,21,65,1.12,,
TRIPURA,92.25015604,24.11178501,2.8156095,399.6843221,86,21,65,1.12,,
TRIPURA,91.7259331,23.85363527,3.3863292,339.667349,132,21,65,1.12,,
TRIPURA,92.14823436,24.10286576,2.8102791,390.6596445,122,21,65,1.12,,
TRIPURA,91.96886292,23.81037231,3.4336545,357.2508355,155,21,65,1.12,,
TRIPURA,92.28385162,24.20856861,2.4559324,408.6869612,130,21,65,1.12,,
TRIPURA,92.32242827,23.96493007,2.9553113,396.787471,117,21,65,1.12,,
TRIPURA,92.28324016,23.94137087,3.6453273,392.0213853,425,21,65,1.12,,
TRIPURA,92.36767012,24.41026285,2.1675248,428.8709737,79,21,65,1.12,,
TRIPURA,92.41206526,24.15339186,2.439915,415.85626,143,21,65,1.12,,
TRIPURA,92.24957783,24.03083207,3.1774395,394.5687279,145,21,65,1.12,,
TRIPURA,92.06861883,23.7779182,2.9287446,363.8782113,131,21,65,1.12,,
TRIPURA,92.13712695,24.33528181,2.6017,405.3512257,36,21,65,1.12,,
TRIPURA,91.97284001,23.98504194,3.0140636,368.5561725,69,21,65,1.12,,
TRIPURA,92.14289236,24.35877628,2.5424974,407.44062,37,21,65,1.12,,
TRIPURA,92.02999451,23.87512619,3.0049717,366.4022376,84,21,65,1.12,,
TRIPURA,92.25692203,24.1603944,3.1664145,403.3514857,140,21,65,1.12,,
TRIPURA,91.96021144,23.87085193,3.7262783,360.2436359,219,21,65,1.12,,
TRIPURA,92.30542454,24.48941732,2.5212057,429.357618,41,21,65,1.12,,
TRIPURA,92.31580246,24.45811461,2.4582958,428.0028114,39,21,65,1.12,,
TRIPURA,92.24578506,24.34856764,2.8262045,414.9108753,103,21,65,1.12,,
TRIPURA,91.95548171,23.81240914,3.850173,356.2363666,339,21,65,1.12,,
TRIPURA,92.21252049,23.96987823,3.0122478,387.6902616,70,21,65,1.12,,
TRIPURA,92.32121528,24.3450916,2.2428977,420.7417522,56,21,65,1.12,,
TRIPURA,91.98122984,23.85763285,3.4533904,361.1965404,114,21,65,1.12,,
TRIPURA,91.80571014,23.87032127,3.1928995,347.3232653,109,21,65,1.12,,
TRIPURA,91.73918006,23.86847258,3.4852085,341.728714,129,21,65,1.12,,
TRIPURA,92.15723735,24.14873417,2.7954407,394.3857002,74,21,65,1.12,,
TRIPURA,92.11886558,24.00019874,3.0631151,381.6665031,134,21,65,1.12,,
TRIPURA,91.9644769,23.94218416,3.2121532,365.1056081,87,21,65,1.12,,
TRIPURA,91.90949757,23.82650305,3.584931,353.2100185,155,21,65,1.12,,
TRIPURA,92.31962996,24.22510674,2.1682775,412.7058631,76,21,65,1.12,,
TRIPURA,92.0824641,23.81721762,3.0360463,367.3885255,132,21,65,1.12,,
TRIPURA,92.45487988,24.0352623,2.7272253,412.3416598,107,21,65,1.12,,
TRIPURA,92.2662936,24.13717969,3.605148,402.6422027,257,21,65,1.12,,
TRIPURA,92.0998265,24.29557844,3.1009047,399.6465962,120,21,65,1.12,,
TRIPURA,92.17549075,24.31300619,2.6863039,406.8651104,51,21,65,1.12,,
TRIPURA,91.91137561,24.05142988,3.349562,367.9098891,178,21,65,1.12,,
TRIPURA,92.36633157,24.15387725,2.4961917,412.0464669,105,21,65,1.12,,
TRIPURA,91.80006484,23.88762557,3.4570134,347.9828743,128,21,65,1.12,,
TRIPURA,91.93302885,23.91925271,3.9392548,361.0252152,258,21,65,1.12,,
TRIPURA,92.28271463,24.27384717,2.4494648,412.8737357,47,21,65,1.12,,
TRIPURA,91.8902461,23.8505763,3.3601832,353.0968927,107,21,65,1.12,,
TRIPURA,92.2506255,24.18418177,2.9416342,404.3687689,131,21,65,1.12,,
TRIPURA,92.32684309,24.13882606,2.3806462,407.7954956,68,21,65,1.12,,
TRIPURA,92.18183082,24.37138125,2.6279411,411.3918834,28,21,65,1.12,,
TRIPURA,92.19441114,24.31513112,2.7387557,408.5220145,56,21,65,1.12,,
TRIPURA,92.0717359,23.96564713,3.480317,375.5455492,121,21,65,1.12,,
TRIPURA,92.44044397,24.16350198,2.38076,418.872885,106,21,65,1.12,,
TRIPURA,92.24298905,24.31587931,2.8176446,412.4695115,123,21,65,1.12,,
TRIPURA,91.85627509,23.75990388,3.5363824,344.5957653,141,21,65,1.12,,
TRIPURA,91.77979677,23.81482705,3.3881023,341.6044076,119,21,65,1.12,,
TRIPURA,91.77618356,23.80833293,3.2928746,340.8889919,103,21,65,1.12,,
TRIPURA,92.2854565,24.16525232,2.8134012,406.0265664,152,21,65,1.12,,
TRIPURA,92.06984192,23.79606639,3.5538836,365.0502492,190,21,65,1.12,,
TRIPURA,92.30375673,24.3337502,2.4008088,418.5710475,45,21,65,1.12,,
TRIPURA,91.94512762,23.90967514,2.589124,361.422947,123,21,65,1.12,,
TRIPURA,91.98365658,24.1399248,2.9067762,379.7096539,49,21,65,1.12,,
TRIPURA,91.96326304,23.96802034,3.038487,366.6644339,81,21,65,1.12,,
TRIPURA,92.01956845,24.16751201,2.8950822,384.4662423,42,21,65,1.12,,
TRIPURA,92.2981639,23.95207568,3.004575,393.9393225,166,21,65,1.12,,
TRIPURA,92.26521733,23.93091277,1.5178984,389.8515928,391,21,65,1.12,,
TRIPURA,92.37040372,23.95394302,4.0034122,400.2768556,727,21,65,1.12,,
TRIPURA,92.34977296,24.4902705,2.5704768,432.9167918,78,21,65,1.12,,
TRIPURA,92.08308074,24.13594779,3.4461439,387.4849406,190,21,65,1.12,,
TRIPURA,92.38007374,24.0954574,3.505779,409.5804256,311,21,65,1.12,,
TRIPURA,91.86601749,23.77682669,3.5228806,346.4619255,127,21,65,1.12,,
TRIPURA,92.05142938,23.73848998,3.3596227,360.0928588,153,21,65,1.12,,
TRIPURA,92.28280912,24.33366383,2.4921243,416.8750216,49,21,65,1.12,,
TRIPURA,91.71518619,23.84161835,3.3386686,337.9968067,90,21,65,1.12,,
TRIPURA,92.32829536,23.97879612,2.7930038,398.1153674,125,21,65,1.12,,
TRIPURA,92.45839589,23.99722332,2.6646852,410.4139888,177,21,65,1.12,,
TRIPURA,92.00391093,24.17271004,2.9187925,383.5643571,52,21,65,1.12,,
TRIPURA,91.96801195,23.79937392,3.0893295,356.5108317,216,21,65,1.12,,
TRIPURA,92.14589255,24.01122067,2.7183561,384.6235117,95,21,65,1.12,,
TRIPURA,91.99685466,23.83585911,3.0814307,361.1852589,78,21,65,1.12,,
TRIPURA,92.30910886,24.05082414,2.7987154,400.8336904,93,21,65,1.12,,
TRIPURA,92.18755418,23.85916297,3.1717205,378.9235564,118,21,65,1.12,,
TRIPURA,91.98332671,24.12630274,3.0309691,378.7607221,57,21,65,1.12,,
TRIPURA,92.06177443,23.97669988,3.2864702,375.4089279,112,21,65,1.12,,
TRIPURA,91.91263851,23.9535958,3.4520607,361.550062,255,21,65,1.12,,
TRIPURA,92.15525202,24.3237173,2.6242478,405.98874,35,21,65,1.12,,
TRIPURA,92.06272609,24.00947497,3.4017782,377.5726377,142,21,65,1.12,,
TRIPURA,92.0270517,23.76066751,3.1928096,359.2722168,102,21,65,1.12,,
TRIPURA,92.29651929,24.28648906,2.3687987,414.8344209,48,21,65,1.12,,
TRIPURA,92.2269829,24.25009269,2.858217,406.7661968,66,21,65,1.12,,
TRIPURA,92.19666177,23.95397486,2.936238,385.3737238,85,21,65,1.12,,
TRIPURA,92.30240495,24.48732525,2.481488,428.9739326,44,21,65,1.12,,
TRIPURA,92.00806061,23.85690931,2.7987096,363.4244566,87,21,65,1.12,,
TRIPURA,92.4591994,24.15345701,2.4849389,419.8360364,107,21,65,1.12,,
TRIPURA,91.86243004,23.8582879,3.3624134,351.2594571,126,21,65,1.12,,
TRIPURA,92.16565685,24.2368935,2.738758,400.9168429,76,21,65,1.12,,
TRIPURA,92.20310382,24.17394987,2.8988848,399.7965384,117,21,65,1.12,,
TRIPURA,92.10525814,23.88541468,3.9571662,373.4281817,163,21,65,1.12,,
TRIPURA,92.12656667,23.85189218,3.4226158,373.2404092,147,21,65,1.12,,
TRIPURA,91.89525126,23.99732831,4.065903,362.9931048,222,21,65,1.12,,
TRIPURA,92.12584831,24.16443783,2.8725057,392.8557257,65,21,65,1.12,,
TRIPURA,91.85523301,23.87133033,3.2464077,351.4923224,117,21,65,1.12,,
TRIPURA,92.38868856,24.18167819,2.497497,415.6643545,122,21,65,1.12,,
TRIPURA,92.03388093,23.88480507,3.281035,367.3267167,120,21,65,1.12,,
TRIPURA,92.29248768,24.09392664,2.5852728,402.1009812,162,21,65,1.12,,
TRIPURA,92.14905074,24.0362743,2.7918892,386.4667525,92,21,65,1.12,,
TRIPURA,92.14405999,23.97451744,3.3014593,382.1794154,186,21,65,1.12,,
TRIPURA,92.22141206,24.09886899,2.7652428,396.4697563,77,21,65,1.12,,
TRIPURA,91.92306404,23.74246942,3.2838051,349.2391791,138,21,65,1.12,,
TRIPURA,92.26559796,24.19241865,2.6385717,406.1361333,104,21,65,1.12,,
TRIPURA,92.12234353,24.03803177,3.0715647,384.3521272,114,21,65,1.12,,
TRIPURA,92.43514883,24.12626141,2.3504713,416.1322127,126,21,65,1.12,,
TRIPURA,92.38345022,24.29156721,2.388054,422.2725471,66,21,65,1.12,,
TRIPURA,92.21733465,23.98645068,3.046639,389.1112251,78,21,65,1.12,,
TRIPURA,92.24930668,23.93805501,2.8593729,388.910798,161,21,65,1.12,,
TRIPURA,92.30814249,24.38093796,2.4271107,422.1066511,41,21,65,1.12,,
TRIPURA,92.03407208,24.003653,3.2469928,374.8218075,74,21,65,1.12,,
TRIPURA,91.907957,24.11762024,3.291382,372.1251711,189,21,65,1.12,,
TRIPURA,92.0487993,23.9094334,3.1842341,370.1088357,92,21,65,1.12,,
TRIPURA,92.35087459,24.17732018,2.467285,412.2331365,106,21,65,1.12,,
TRIPURA,91.93939291,23.74215332,3.5610821,350.6222847,164,21,65,1.12,,
TRIPURA,92.43864472,24.03423856,2.5663283,410.8850536,122,21,65,1.12,,
TRIPURA,92.38317197,24.29216389,2.388054,422.2886051,66,21,65,1.12,,
TRIPURA,92.31615875,24.14840877,2.496464,407.507795,101,21,65,1.12,,
TRIPURA,91.91651802,23.97340986,3.5000296,363.1606419,232,21,65,1.12,,
TRIPURA,91.92592254,23.86612555,3.8070538,357.0662681,171,21,65,1.12,,
TRIPURA,91.94917156,24.17223324,3.0148892,379.1648306,69,21,65,1.12,,
TRIPURA,92.09172695,23.94531466,3.1115165,375.9551745,205,21,65,1.12,,
TRIPURA,92.27199805,24.21630597,2.8481011,408.2161,123,21,65,1.12,,
TRIPURA,91.88733744,23.81259674,3.317639,350.4767874,117,21,65,1.12,,
TRIPURA,91.97608818,23.99716422,3.0728986,369.6103889,73,21,65,1.12,,
TRIPURA,91.829386,23.80380773,3.422081,345.0513246,111,21,65,1.12,,
TRIPURA,91.88224988,23.77481322,3.1587372,347.7148922,110,21,65,1.12,,
TRIPURA,92.24592111,23.91689297,3.424719,387.3609143,188,21,65,1.12,,
TRIPURA,92.07660428,24.02244361,3.4547255,379.5549489,143,21,65,1.12,,
TRIPURA,92.23355159,23.88921515,3.2932146,384.6607592,121,21,65,1.12,,
TRIPURA,92.19909112,24.13282071,2.826071,396.7942356,111,21,65,1.12,,
TRIPURA,91.97007196,24.20185924,2.9164174,382.8722871,62,21,65,1.12,,
TRIPURA,91.83688674,23.91919194,3.4032183,353.0728512,98,21,65,1.12,,
TRIPURA,91.89823228,24.03777937,3.6940103,365.930406,183,21,65,1.12,,
TRIPURA,92.22039031,23.88221971,3.4349608,383.1135755,109,21,65,1.12,,
TRIPURA,92.42475203,24.1535308,2.643315,416.9332236,160,21,65,1.12,,
TRIPURA,91.94190665,23.70031463,3.6502883,348.368402,153,21,65,1.12,,
TRIPURA,92.13831514,24.22741459,2.7599332,398.0724999,75,21,65,1.12,,
MIZORAM,92.55685048,23.95472359,1.7638676,416.5695733,171,21,65,1.12,,
MIZORAM,92.58045248,23.84945143,4.2450705,412.8970325,888,21,65,1.12,,
MIZORAM,92.90654459,24.19813626,0.9354237,460.9081185,151,21,65,1.12,,
MIZORAM,93.08236179,23.06703459,3.9255917,428.1938058,1450,21,65,1.12,,
MIZORAM,92.53290016,23.768649,2.9770873,404.3731755,335,21,65,1.12,,
MIZORAM,92.39873377,23.68356517,2.8123746,387.8714403,396,21,65,1.12,,
MIZORAM,92.83056183,24.36279701,2.5322647,464.0794415,375,21,65,1.12,,
MIZORAM,92.90537352,23.7904452,1.6734766,439.3084043,702,21,65,1.12,,
MIZORAM,92.69575291,23.67120167,3.9335258,414.320077,851,21,65,1.12,,
MIZORAM,92.98821119,24.25824308,1.1311791,471.446915,161,21,65,1.12,,
MIZORAM,93.31796541,23.93449164,3.537068,484.1057133,1383,21,65,1.12,,
MIZORAM,93.1329316,23.76047648,1.5012319,458.926084,651,21,65,1.12,,
MIZORAM,92.7795676,23.40247424,1.8328685,410.3193569,801,21,65,1.12,,
MIZORAM,92.71416774,23.34365148,1.8174115,401.7380613,431,21,65,1.12,,
MIZORAM,92.91960062,23.26697187,2.4031239,418.6547667,673,21,65,1.12,,
MIZORAM,92.44382024,23.76063021,2.9079905,395.9593053,252,21,65,1.12,,
MIZORAM,93.19012448,23.51944592,2.5282924,454.1212607,1143,21,65,1.12,,
MIZORAM,93.19564291,23.8503142,1.7619884,468.8713177,710,21,65,1.12,,
MIZORAM,92.92065654,23.33210758,1.6155808,421.1170031,809,21,65,1.12,,
MIZORAM,93.09998264,23.77749199,2.4891787,456.64335,1034,21,65,1.12,,
MIZORAM,92.23539394,23.77494304,3.1962068,378.2521467,158,21,65,1.12,,
MIZORAM,92.66380531,23.46226644,2.6130383,401.8456846,519,21,65,1.12,,
MIZORAM,93.26933787,23.49285877,1.6229814,460.678858,796,21,65,1.12,,
MIZORAM,93.13944915,23.28330427,1.1834383,440.5848375,717,21,65,1.12,,
MIZORAM,93.09801856,24.0040408,1.7510445,467.4481597,606,21,65,1.12,,
MIZORAM,93.15346179,23.86414461,2.5736961,465.6311981,825,21,65,1.12,,
MIZORAM,93.19797346,23.22334752,1.622383,444.3278295,863,21,65,1.12,,
MIZORAM,92.826855,24.04409393,3.2432404,445.3119526,546,21,65,1.12,,
MIZORAM,92.34395038,23.63141713,3.7581625,380.2395637,352,21,65,1.12,,
MIZORAM,92.91820415,23.90640981,3.4623003,446.2240848,894,21,65,1.12,,
MIZORAM,92.6109107,23.74513394,1.8051677,410.2109862,312,21,65,1.12,,
MIZORAM,92.88620776,23.5294271,2.7873788,425.6743952,591,21,65,1.12,,
MIZORAM,92.86692099,23.97827226,1.24145,445.3341823,369,21,65,1.12,,
MIZORAM,92.2214665,23.75482671,3.6437075,375.9011154,147,21,65,1.12,,
MIZORAM,92.62913327,23.93119331,1.1707997,421.6410271,172,21,65,1.12,,
MIZORAM,93.08435886,24.06633745,1.6718273,469.4337116,544,21,65,1.12,,
MIZORAM,93.27684744,23.74015164,2.487504,471.4653789,1295,21,65,1.12,,
MIZORAM,92.15684768,23.77955265,4.986568,371.6372392,481,21,65,1.12,,
MIZORAM,92.88229702,24.18392761,1.2757638,457.9859914,220,21,65,1.12,,
MIZORAM,93.27140047,23.75020304,2.7840748,471.3933523,1123,21,65,1.12,,
MIZORAM,93.14215922,23.41991157,1.5271816,445.7130097,790,21,65,1.12,,
MIZORAM,92.35151083,23.90445852,3.317695,395.7680122,209,21,65,1.12,,
MIZORAM,92.16297193,23.81747315,3.73291,374.3591975,526,21,65,1.12,,
MIZORAM,92.95009503,23.79115639,6.2389264,443.448118,1723,21,65,1.12,,
MIZORAM,92.5345698,23.8808196,3.7287605,410.5129111,294,21,65,1.12,,
MIZORAM,92.4551056,23.93982312,2.6755557,406.8207292,218,21,65,1.12,,
MIZORAM,92.48859359,23.57000997,3.8244905,390.4130101,750,21,65,1.12,,
MIZORAM,92.59595844,23.55922442,3.0495536,399.8309105,743,21,65,1.12,,
MIZORAM,92.77547203,23.20042887,3.536922,402.3276286,646,21,65,1.12,,
MIZORAM,92.93504753,24.12980008,1.2743738,459.5742505,360,21,65,1.12,,
MIZORAM,93.12396804,24.07109408,2.0614114,473.2354285,555,21,65,1.12,,
MIZORAM,92.80250208,24.21741632,4.1939645,452.9984951,687,21,65,1.12,,
MIZORAM,93.45495709,24.0285064,2.2225983,501.1667071,954,21,65,1.12,,
MIZORAM,92.55553612,23.66250973,2.1049392,401.0431818,460,21,65,1.12,,
MIZORAM,93.00239087,23.27672749,1.5595876,427.0304549,708,21,65,1.12,,
MIZORAM,93.29435844,23.47635684,2.1934416,462.4617802,1071,21,65,1.12,,
MIZORAM,93.05931613,23.72196011,3.0422385,450.3328113,894,21,65,1.12,,
MIZORAM,92.81297039,23.87620319,1.8887521,435.1709013,243,21,65,1.12,,
MIZORAM,93.29179677,23.83402492,1.5239558,477.0320837,1008,21,65,1.12,,
MIZORAM,92.22087005,23.75650399,3.682443,375.942283,162,21,65,1.12,,
MIZORAM,92.58349884,23.9970222,2.117068,421.2876293,340,21,65,1.12,,
MIZORAM,92.94008411,23.17642833,1.8701574,417.5616833,614,21,65,1.12,,
MIZORAM,92.18284833,23.81807401,3.7084363,376.1193103,216,21,65,1.12,,
MIZORAM,92.58090337,23.41893291,2.6127536,392.1766748,379,21,65,1.12,,
MIZORAM,93.23350293,23.76875072,2.8995616,468.6687084,1119,21,65,1.12,,
MIZORAM,92.98061852,23.34246402,4.39863,427.2805221,1360,21,65,1.12,,
MIZORAM,93.19694281,23.64716168,3.8611076,459.9676724,1303,21,65,1.12,,
